year,round,driver,constructor,circuit,location,country,date,position,grid,qualifying_position,dnf,pit_stops,temperature,humidity,wind_speed,precipitation,driver_podiums,constructor_podiums,driver_wins,constructor_wins
2011,2,Nico Rosberg,Mercedes,Sepang International Circuit,Kuala Lumpur,Malaysia,2011-04-10,12,9,-1,True,0,27.1,,5.8,0.0,5,20,0,9
2011,2,Sébastien Buemi,Toro Rosso,Sepang International Circuit,Kuala Lumpur,Malaysia,2011-04-10,13,12,-1,True,0,27.1,,5.8,0.0,0,1,0,1
2011,2,Mark Webber,Red Bull,Sepang International Circuit,Kuala Lumpur,Malaysia,2011-04-10,4,3,-1,False,0,27.1,,5.8,0.0,2,2,0,0
2011,2,Jaime Alguersuari,Toro Rosso,Sepang International Circuit,Kuala Lumpur,Malaysia,2011-04-10,14,13,-1,True,0,27.1,,5.8,0.0,0,1,0,1
2011,2,Fernando Alonso,Ferrari,Sepang International Circuit,Kuala Lumpur,Malaysia,2011-04-10,6,5,-1,False,0,27.1,,5.8,0.0,45,36,18,11
2011,2,Heikki Kovalainen,Lotus,Sepang International Circuit,Kuala Lumpur,Malaysia,2011-04-10,15,19,-1,True,0,27.1,,5.8,0.0,4,0,1,0
2011,2,Adrian Sutil,Force India,Sepang International Circuit,Kuala Lumpur,Malaysia,2011-04-10,11,17,-1,True,0,27.1,,5.8,0.0,0,1,0,0
2011,2,Timo Glock,Virgin,Sepang International Circuit,Kuala Lumpur,Malaysia,2011-04-10,16,21,-1,True,0,27.1,,5.8,0.0,3,0,0,0
2011,2,Vitantonio Liuzzi,HRT,Sepang International Circuit,Kuala Lumpur,Malaysia,2011-04-10,18,23,-1,True,0,27.1,,5.8,0.0,0,0,0,0
2011,2,Jérôme d'Ambrosio,Virgin,Sepang International Circuit,Kuala Lumpur,Malaysia,2011-04-10,19,22,-1,True,0,27.1,,5.8,0.0,0,0,0,0
2011,2,Narain Karthikeyan,HRT,Sepang International Circuit,Kuala Lumpur,Malaysia,2011-04-10,23,24,-1,True,0,27.1,,5.8,0.0,0,0,0,0
2011,2,Vitaly Petrov,Renault,Sepang International Circuit,Kuala Lumpur,Malaysia,2011-04-10,17,8,-1,True,0,27.1,,5.8,0.0,1,13,0,6
2011,2,Jarno Trulli,Lotus,Sepang International Circuit,Kuala Lumpur,Malaysia,2011-04-10,20,20,-1,True,0,27.1,,5.8,0.0,1,0,0,0
2011,3,Lewis Hamilton,McLaren,Shanghai International Circuit,Shanghai,China,2011-04-17,1,3,-1,False,0,14.4,,8.0,0.0,46,24,18,6
2011,3,Sebastian Vettel,Red Bull,Shanghai International Circuit,Shanghai,China,2011-04-17,2,1,-1,False,0,14.4,,8.0,0.0,46,2,26,0
2011,2,Pastor Maldonado,Williams,Sepang International Circuit,Kuala Lumpur,Malaysia,2011-04-10,24,18,-1,True,0,27.1,,5.8,0.0,1,24,1,9
2011,3,Mark Webber,Red Bull,Shanghai International Circuit,Shanghai,China,2011-04-17,3,18,-1,False,0,14.4,,8.0,0.0,2,2,0,0
2011,2,Sergio Pérez,Sauber,Sepang International Circuit,Kuala Lumpur,Malaysia,2011-04-10,21,16,-1,True,0,27.1,,5.8,0.0,5,1,0,0
2011,3,Jenson Button,McLaren,Shanghai International Circuit,Shanghai,China,2011-04-17,4,2,-1,False,0,14.4,,8.0,0.0,12,24,0,6
2011,3,Felipe Massa,Ferrari,Shanghai International Circuit,Shanghai,China,2011-04-17,6,6,-1,False,0,14.4,,8.0,0.0,24,36,9,11
2011,3,Michael Schumacher,Mercedes,Shanghai International Circuit,Shanghai,China,2011-04-17,8,14,-1,False,0,14.4,,8.0,0.0,0,20,0,9
2011,3,Nico Rosberg,Mercedes,Shanghai International Circuit,Shanghai,China,2011-04-17,5,4,-1,False,0,14.4,,8.0,0.0,5,20,0,9
2011,3,Fernando Alonso,Ferrari,Shanghai International Circuit,Shanghai,China,2011-04-17,7,5,-1,False,0,14.4,,8.0,0.0,45,36,18,11
2011,3,Vitaly Petrov,Renault,Shanghai International Circuit,Shanghai,China,2011-04-17,9,10,-1,False,0,14.4,,8.0,0.0,1,13,0,6
2011,2,Rubens Barrichello,Williams,Sepang International Circuit,Kuala Lumpur,Malaysia,2011-04-10,22,15,-1,True,0,27.1,,5.8,0.0,3,24,0,9
2011,3,Paul di Resta,Force India,Shanghai International Circuit,Shanghai,China,2011-04-17,11,8,-1,False,0,14.4,,8.0,0.0,0,1,0,0
2011,3,Nick Heidfeld,Renault,Shanghai International Circuit,Shanghai,China,2011-04-17,12,16,-1,False,0,14.4,,8.0,0.0,4,13,0,6
2011,3,Rubens Barrichello,Williams,Shanghai International Circuit,Shanghai,China,2011-04-17,13,15,-1,False,0,14.4,,8.0,0.0,3,24,0,9
2011,3,Heikki Kovalainen,Lotus,Shanghai International Circuit,Shanghai,China,2011-04-17,16,19,-1,True,0,14.4,,8.0,0.0,4,0,1,0
2011,3,Sébastien Buemi,Toro Rosso,Shanghai International Circuit,Shanghai,China,2011-04-17,14,9,-1,False,0,14.4,,8.0,0.0,0,1,0,1
2011,3,Kamui Kobayashi,Sauber,Shanghai International Circuit,Shanghai,China,2011-04-17,10,13,-1,False,0,14.4,,8.0,0.0,1,1,0,0
2011,3,Jérôme d'Ambrosio,Virgin,Shanghai International Circuit,Shanghai,China,2011-04-17,20,21,-1,True,0,14.4,,8.0,0.0,0,0,0,0
2011,3,Timo Glock,Virgin,Shanghai International Circuit,Shanghai,China,2011-04-17,21,22,-1,True,0,14.4,,8.0,0.0,3,0,0,0
2011,3,Vitantonio Liuzzi,HRT,Shanghai International Circuit,Shanghai,China,2011-04-17,22,23,-1,True,0,14.4,,8.0,0.0,0,0,0,0
2011,3,Adrian Sutil,Force India,Shanghai International Circuit,Shanghai,China,2011-04-17,15,11,-1,True,0,14.4,,8.0,0.0,0,1,0,0
2011,3,Narain Karthikeyan,HRT,Shanghai International Circuit,Shanghai,China,2011-04-17,23,24,-1,True,0,14.4,,8.0,0.0,0,0,0,0
2011,3,Jaime Alguersuari,Toro Rosso,Shanghai International Circuit,Shanghai,China,2011-04-17,24,7,-1,True,0,14.4,,8.0,0.0,0,1,0,1
2011,3,Jarno Trulli,Lotus,Shanghai International Circuit,Shanghai,China,2011-04-17,19,20,-1,True,0,14.4,,8.0,0.0,1,0,0,0
2011,4,Sebastian Vettel,Red Bull,Istanbul Park,Istanbul,Turkey,2011-05-08,1,1,-1,False,0,11.3,,13.1,,46,2,26,0
2011,3,Pastor Maldonado,Williams,Shanghai International Circuit,Shanghai,China,2011-04-17,18,17,-1,True,0,14.4,,8.0,0.0,1,24,1,9
2011,3,Sergio Pérez,Sauber,Shanghai International Circuit,Shanghai,China,2011-04-17,17,12,-1,True,0,14.4,,8.0,0.0,5,1,0,0
2011,4,Fernando Alonso,Ferrari,Istanbul Park,Istanbul,Turkey,2011-05-08,3,5,-1,False,0,11.3,,13.1,,45,36,18,11
2011,4,Lewis Hamilton,McLaren,Istanbul Park,Istanbul,Turkey,2011-05-08,4,4,-1,False,0,11.3,,13.1,,46,24,18,6
2011,4,Mark Webber,Red Bull,Istanbul Park,Istanbul,Turkey,2011-05-08,2,2,-1,False,0,11.3,,13.1,,2,2,0,0
2011,4,Jenson Button,McLaren,Istanbul Park,Istanbul,Turkey,2011-05-08,6,6,-1,False,0,11.3,,13.1,,12,24,0,6
2011,4,Nico Rosberg,Mercedes,Istanbul Park,Istanbul,Turkey,2011-05-08,5,3,-1,False,0,11.3,,13.1,,5,20,0,9
2011,4,Nick Heidfeld,Renault,Istanbul Park,Istanbul,Turkey,2011-05-08,7,9,-1,False,0,11.3,,13.1,,4,13,0,6
2011,4,Vitaly Petrov,Renault,Istanbul Park,Istanbul,Turkey,2011-05-08,8,7,-1,False,0,11.3,,13.1,,1,13,0,6
2011,4,Michael Schumacher,Mercedes,Istanbul Park,Istanbul,Turkey,2011-05-08,12,8,-1,False,0,11.3,,13.1,,0,20,0,9
2011,4,Sébastien Buemi,Toro Rosso,Istanbul Park,Istanbul,Turkey,2011-05-08,9,16,-1,False,0,11.3,,13.1,,0,1,0,1
2011,4,Kamui Kobayashi,Sauber,Istanbul Park,Istanbul,Turkey,2011-05-08,10,24,-1,False,0,11.3,,13.1,,1,1,0,0
2011,4,Felipe Massa,Ferrari,Istanbul Park,Istanbul,Turkey,2011-05-08,11,10,-1,False,0,11.3,,13.1,,24,36,9,11
2011,4,Adrian Sutil,Force India,Istanbul Park,Istanbul,Turkey,2011-05-08,13,12,-1,True,0,11.3,,13.1,,0,1,0,0
2011,4,Jarno Trulli,Lotus,Istanbul Park,Istanbul,Turkey,2011-05-08,18,19,-1,True,0,11.3,,13.1,,1,0,0,0
2011,4,Rubens Barrichello,Williams,Istanbul Park,Istanbul,Turkey,2011-05-08,15,11,-1,True,0,11.3,,13.1,,3,24,0,9
2011,4,Jaime Alguersuari,Toro Rosso,Istanbul Park,Istanbul,Turkey,2011-05-08,16,17,-1,True,0,11.3,,13.1,,0,1,0,1
2011,4,Sergio Pérez,Sauber,Istanbul Park,Istanbul,Turkey,2011-05-08,14,15,-1,True,0,11.3,,13.1,,5,1,0,0
2011,4,Pastor Maldonado,Williams,Istanbul Park,Istanbul,Turkey,2011-05-08,17,14,-1,True,0,11.3,,13.1,,1,24,1,9
2011,4,Jérôme d'Ambrosio,Virgin,Istanbul Park,Istanbul,Turkey,2011-05-08,20,23,-1,True,0,11.3,,13.1,,0,0,0,0
2011,4,Paul di Resta,Force India,Istanbul Park,Istanbul,Turkey,2011-05-08,23,13,-1,True,0,11.3,,13.1,,0,1,0,0
2011,4,Narain Karthikeyan,HRT,Istanbul Park,Istanbul,Turkey,2011-05-08,21,22,-1,True,0,11.3,,13.1,,0,0,0,0
2011,4,Heikki Kovalainen,Lotus,Istanbul Park,Istanbul,Turkey,2011-05-08,19,18,-1,True,0,11.3,,13.1,,4,0,1,0
2011,4,Vitantonio Liuzzi,HRT,Istanbul Park,Istanbul,Turkey,2011-05-08,22,20,-1,True,0,11.3,,13.1,,0,0,0,0
2011,4,Timo Glock,Virgin,Istanbul Park,Istanbul,Turkey,2011-05-08,24,21,-1,True,0,11.3,,13.1,,3,0,0,0
2011,5,Sebastian Vettel,Red Bull,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,1,2,-1,False,0,,,,,46,2,26,0
2011,5,Jenson Button,McLaren,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,3,5,-1,False,0,,,,,12,24,0,6
2011,5,Lewis Hamilton,McLaren,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,2,3,-1,False,0,,,,,46,24,18,6
2011,5,Mark Webber,Red Bull,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,4,1,-1,False,0,,,,,2,2,0,0
2011,5,Fernando Alonso,Ferrari,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,5,4,-1,True,0,,,,,45,36,18,11
2011,5,Michael Schumacher,Mercedes,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,6,10,-1,True,0,,,,,0,20,0,9
2011,5,Paul di Resta,Force India,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,12,16,-1,True,0,,,,,0,1,0,0
2011,5,Nick Heidfeld,Renault,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,8,24,-1,True,0,,,,,4,13,0,6
2011,5,Kamui Kobayashi,Sauber,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,10,14,-1,True,0,,,,,1,1,0,0
2011,5,Nico Rosberg,Mercedes,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,7,7,-1,True,0,,,,,5,20,0,9
2011,5,Adrian Sutil,Force India,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,13,17,-1,True,0,,,,,0,1,0,0
2011,5,Vitaly Petrov,Renault,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,11,6,-1,True,0,,,,,1,13,0,6
2011,5,Pastor Maldonado,Williams,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,15,9,-1,True,0,,,,,1,24,1,9
2011,5,Sébastien Buemi,Toro Rosso,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,14,11,-1,True,0,,,,,0,1,0,1
2011,5,Jarno Trulli,Lotus,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,18,18,-1,True,0,,,,,1,0,0,0
2011,5,Jaime Alguersuari,Toro Rosso,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,16,13,-1,True,0,,,,,0,1,0,1
2011,5,Jérôme d'Ambrosio,Virgin,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,20,23,-1,True,0,,,,,0,0,0,0
2011,5,Sergio Pérez,Sauber,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,9,12,-1,True,0,,,,,5,1,0,0
2011,5,Rubens Barrichello,Williams,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,17,19,-1,True,0,,,,,3,24,0,9
2011,5,Timo Glock,Virgin,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,19,20,-1,True,0,,,,,3,0,0,0
2011,5,Narain Karthikeyan,HRT,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,21,22,-1,True,0,,,,,0,0,0,0
2011,5,Heikki Kovalainen,Lotus,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,23,15,-1,True,0,,,,,4,0,1,0
2011,5,Felipe Massa,Ferrari,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,22,8,-1,True,0,,,,,24,36,9,11
2011,6,Paul di Resta,Force India,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,12,13,-1,True,0,20.2,,9.3,0.0,0,1,0,0
2011,6,Nick Heidfeld,Renault,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,8,15,-1,True,0,20.2,,9.3,0.0,4,13,0,6
2011,6,Sébastien Buemi,Toro Rosso,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,10,16,-1,True,0,20.2,,9.3,0.0,0,1,0,1
2011,6,Sebastian Vettel,Red Bull,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,1,1,-1,False,0,20.2,,9.3,0.0,46,2,26,0
2011,6,Adrian Sutil,Force India,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,7,14,-1,True,0,20.2,,9.3,0.0,0,1,0,0
2011,6,Mark Webber,Red Bull,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,4,3,-1,False,0,20.2,,9.3,0.0,2,2,0,0
2011,5,Vitantonio Liuzzi,HRT,Circuit de Barcelona-Catalunya,Montmeló,Spain,2011-05-22,24,21,-1,True,0,,,,,0,0,0,0
2011,6,Heikki Kovalainen,Lotus,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,14,17,-1,True,0,20.2,,9.3,0.0,4,0,1,0
2011,6,Fernando Alonso,Ferrari,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,2,4,-1,False,0,20.2,,9.3,0.0,45,36,18,11
2011,6,Jarno Trulli,Lotus,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,13,18,-1,True,0,20.2,,9.3,0.0,1,0,0,0
2011,6,Jenson Button,McLaren,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,3,2,-1,False,0,20.2,,9.3,0.0,12,24,0,6
2011,6,Rubens Barrichello,Williams,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,9,11,-1,True,0,20.2,,9.3,0.0,3,24,0,9
2011,6,Lewis Hamilton,McLaren,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,6,9,-1,False,0,20.2,,9.3,0.0,46,24,18,6
2011,6,Kamui Kobayashi,Sauber,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,5,12,-1,False,0,20.2,,9.3,0.0,1,1,0,0
2011,6,Nico Rosberg,Mercedes,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,11,7,-1,True,0,20.2,,9.3,0.0,5,20,0,9
2011,6,Narain Karthikeyan,HRT,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,17,22,-1,True,0,20.2,,9.3,0.0,0,0,0,0
2011,6,Michael Schumacher,Mercedes,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,22,5,-1,True,0,20.2,,9.3,0.0,0,20,0,9
2011,6,Pastor Maldonado,Williams,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,18,8,-1,True,0,20.2,,9.3,0.0,1,24,1,9
2011,6,Jaime Alguersuari,Toro Rosso,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,20,19,-1,True,0,20.2,,9.3,0.0,0,1,0,1
2011,6,Vitaly Petrov,Renault,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,19,10,-1,True,0,20.2,,9.3,0.0,1,13,0,6
2011,6,Vitantonio Liuzzi,HRT,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,16,23,-1,True,0,20.2,,9.3,0.0,0,0,0,0
2011,6,Felipe Massa,Ferrari,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,21,6,-1,True,0,20.2,,9.3,0.0,24,36,9,11
2011,6,Jérôme d'Ambrosio,Virgin,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,15,21,-1,True,0,20.2,,9.3,0.0,0,0,0,0
2011,7,Michael Schumacher,Mercedes,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,4,8,-1,False,0,15.4,,6.4,66.9,0,20,0,9
2011,6,Sergio Pérez,Sauber,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,24,0,-1,True,0,20.2,,9.3,0.0,5,1,0,0
2011,7,Jenson Button,McLaren,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,1,7,-1,False,0,15.4,,6.4,66.9,12,24,0,6
2011,7,Sebastian Vettel,Red Bull,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,2,1,-1,False,0,15.4,,6.4,66.9,46,2,26,0
2011,7,Vitaly Petrov,Renault,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,5,10,-1,False,0,15.4,,6.4,66.9,1,13,0,6
2011,7,Mark Webber,Red Bull,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,3,4,-1,False,0,15.4,,6.4,66.9,2,2,0,0
2011,7,Felipe Massa,Ferrari,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,6,3,-1,False,0,15.4,,6.4,66.9,24,36,9,11
2011,7,Kamui Kobayashi,Sauber,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,7,13,-1,False,0,15.4,,6.4,66.9,1,1,0,0
2011,7,Jaime Alguersuari,Toro Rosso,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,8,24,-1,False,0,15.4,,6.4,66.9,0,1,0,1
2011,7,Pedro de la Rosa,Sauber,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,12,17,-1,False,0,15.4,,6.4,66.9,0,1,0,0
2011,6,Timo Glock,Virgin,Circuit de Monaco,Monte-Carlo,Monaco,2011-05-29,23,20,-1,True,0,20.2,,9.3,0.0,3,0,0,0
2011,7,Sébastien Buemi,Toro Rosso,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,10,15,-1,False,0,15.4,,6.4,66.9,0,1,0,1
2011,7,Vitantonio Liuzzi,HRT,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,13,20,-1,True,0,15.4,,6.4,66.9,0,0,0,0
2011,7,Nico Rosberg,Mercedes,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,11,6,-1,False,0,15.4,,6.4,66.9,5,20,0,9
2011,7,Narain Karthikeyan,HRT,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,14,22,-1,True,0,15.4,,6.4,66.9,0,0,0,0
2011,7,Jérôme d'Ambrosio,Virgin,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,15,23,-1,True,0,15.4,,6.4,66.9,0,0,0,0
2011,7,Rubens Barrichello,Williams,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,9,16,-1,False,0,15.4,,6.4,66.9,3,24,0,9
2011,7,Paul di Resta,Force India,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,18,11,-1,True,0,15.4,,6.4,66.9,0,1,0,0
2011,7,Pastor Maldonado,Williams,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,19,12,-1,True,0,15.4,,6.4,66.9,1,24,1,9
2011,7,Nick Heidfeld,Renault,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,20,9,-1,True,0,15.4,,6.4,66.9,4,13,0,6
2011,7,Jarno Trulli,Lotus,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,17,18,-1,True,0,15.4,,6.4,66.9,1,0,0,0
2011,7,Timo Glock,Virgin,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,16,21,-1,True,0,15.4,,6.4,66.9,3,0,0,0
2011,8,Fernando Alonso,Ferrari,Valencia Street Circuit,Valencia,Spain,2011-06-26,2,4,-1,False,0,,,,,45,36,18,11
2011,8,Sebastian Vettel,Red Bull,Valencia Street Circuit,Valencia,Spain,2011-06-26,1,1,-1,False,0,,,,,46,2,26,0
2011,8,Felipe Massa,Ferrari,Valencia Street Circuit,Valencia,Spain,2011-06-26,5,5,-1,False,0,,,,,24,36,9,11
2011,7,Heikki Kovalainen,Lotus,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,23,19,-1,True,0,15.4,,6.4,66.9,4,0,1,0
2011,7,Lewis Hamilton,McLaren,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,24,5,-1,True,0,15.4,,6.4,66.9,46,24,18,6
2011,8,Nico Rosberg,Mercedes,Valencia Street Circuit,Valencia,Spain,2011-06-26,7,7,-1,False,0,,,,,5,20,0,9
2011,7,Adrian Sutil,Force India,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,21,14,-1,True,0,15.4,,6.4,66.9,0,1,0,0
2011,8,Mark Webber,Red Bull,Valencia Street Circuit,Valencia,Spain,2011-06-26,3,2,-1,False,0,,,,,2,2,0,0
2011,8,Sergio Pérez,Sauber,Valencia Street Circuit,Valencia,Spain,2011-06-26,11,16,-1,True,0,,,,,5,1,0,0
2011,8,Jenson Button,McLaren,Valencia Street Circuit,Valencia,Spain,2011-06-26,6,6,-1,False,0,,,,,12,24,0,6
2011,8,Lewis Hamilton,McLaren,Valencia Street Circuit,Valencia,Spain,2011-06-26,4,3,-1,False,0,,,,,46,24,18,6
2011,7,Fernando Alonso,Ferrari,Circuit Gilles Villeneuve,Montreal,Canada,2011-06-12,22,2,-1,True,0,15.4,,6.4,66.9,45,36,18,11
2011,8,Paul di Resta,Force India,Valencia Street Circuit,Valencia,Spain,2011-06-26,14,12,-1,True,0,,,,,0,1,0,0
2011,8,Rubens Barrichello,Williams,Valencia Street Circuit,Valencia,Spain,2011-06-26,12,13,-1,True,0,,,,,3,24,0,9
2011,8,Sébastien Buemi,Toro Rosso,Valencia Street Circuit,Valencia,Spain,2011-06-26,13,17,-1,True,0,,,,,0,1,0,1
2011,8,Jaime Alguersuari,Toro Rosso,Valencia Street Circuit,Valencia,Spain,2011-06-26,8,18,-1,True,0,,,,,0,1,0,1
2011,8,Michael Schumacher,Mercedes,Valencia Street Circuit,Valencia,Spain,2011-06-26,17,8,-1,True,0,,,,,0,20,0,9
2011,8,Kamui Kobayashi,Sauber,Valencia Street Circuit,Valencia,Spain,2011-06-26,16,14,-1,True,0,,,,,1,1,0,0
2011,8,Nick Heidfeld,Renault,Valencia Street Circuit,Valencia,Spain,2011-06-26,10,9,-1,True,0,,,,,4,13,0,6
2011,8,Heikki Kovalainen,Lotus,Valencia Street Circuit,Valencia,Spain,2011-06-26,19,19,-1,True,0,,,,,4,0,1,0
2011,8,Vitaly Petrov,Renault,Valencia Street Circuit,Valencia,Spain,2011-06-26,15,11,-1,True,0,,,,,1,13,0,6
2011,8,Adrian Sutil,Force India,Valencia Street Circuit,Valencia,Spain,2011-06-26,9,10,-1,True,0,,,,,0,1,0,0
2011,8,Jarno Trulli,Lotus,Valencia Street Circuit,Valencia,Spain,2011-06-26,20,20,-1,True,0,,,,,1,0,0,0
2011,8,Timo Glock,Virgin,Valencia Street Circuit,Valencia,Spain,2011-06-26,21,21,-1,True,0,,,,,3,0,0,0
2011,8,Vitantonio Liuzzi,HRT,Valencia Street Circuit,Valencia,Spain,2011-06-26,23,22,-1,True,0,,,,,0,0,0,0
2011,8,Pastor Maldonado,Williams,Valencia Street Circuit,Valencia,Spain,2011-06-26,18,15,-1,True,0,,,,,1,24,1,9
2011,8,Narain Karthikeyan,HRT,Valencia Street Circuit,Valencia,Spain,2011-06-26,24,24,-1,True,0,,,,,0,0,0,0
2011,9,Fernando Alonso,Ferrari,Silverstone Circuit,Silverstone,UK,2011-07-10,1,3,-1,False,0,,,,,45,36,18,11
2011,8,Jérôme d'Ambrosio,Virgin,Valencia Street Circuit,Valencia,Spain,2011-06-26,22,23,-1,True,0,,,,,0,0,0,0
2011,9,Felipe Massa,Ferrari,Silverstone Circuit,Silverstone,UK,2011-07-10,5,4,-1,False,0,,,,,24,36,9,11
2011,9,Lewis Hamilton,McLaren,Silverstone Circuit,Silverstone,UK,2011-07-10,4,10,-1,False,0,,,,,46,24,18,6
2011,9,Sebastian Vettel,Red Bull,Silverstone Circuit,Silverstone,UK,2011-07-10,2,2,-1,False,0,,,,,46,2,26,0
2011,9,Michael Schumacher,Mercedes,Silverstone Circuit,Silverstone,UK,2011-07-10,9,13,-1,False,0,,,,,0,20,0,9
2011,9,Nico Rosberg,Mercedes,Silverstone Circuit,Silverstone,UK,2011-07-10,6,9,-1,False,0,,,,,5,20,0,9
2011,9,Nick Heidfeld,Renault,Silverstone Circuit,Silverstone,UK,2011-07-10,8,16,-1,False,0,,,,,4,13,0,6
2011,9,Sergio Pérez,Sauber,Silverstone Circuit,Silverstone,UK,2011-07-10,7,12,-1,False,0,,,,,5,1,0,0
2011,9,Jaime Alguersuari,Toro Rosso,Silverstone Circuit,Silverstone,UK,2011-07-10,10,18,-1,False,0,,,,,0,1,0,1
2011,9,Mark Webber,Red Bull,Silverstone Circuit,Silverstone,UK,2011-07-10,3,1,-1,False,0,,,,,2,2,0,0
2011,9,Adrian Sutil,Force India,Silverstone Circuit,Silverstone,UK,2011-07-10,11,11,-1,False,0,,,,,0,1,0,0
2011,9,Vitaly Petrov,Renault,Silverstone Circuit,Silverstone,UK,2011-07-10,12,14,-1,False,0,,,,,1,13,0,6
2011,9,Paul di Resta,Force India,Silverstone Circuit,Silverstone,UK,2011-07-10,15,6,-1,True,0,,,,,0,1,0,0
2011,9,Pastor Maldonado,Williams,Silverstone Circuit,Silverstone,UK,2011-07-10,14,7,-1,True,0,,,,,1,24,1,9
2011,9,Rubens Barrichello,Williams,Silverstone Circuit,Silverstone,UK,2011-07-10,13,15,-1,True,0,,,,,3,24,0,9
2011,9,Jérôme d'Ambrosio,Virgin,Silverstone Circuit,Silverstone,UK,2011-07-10,17,22,-1,True,0,,,,,0,0,0,0
2011,9,Vitantonio Liuzzi,HRT,Silverstone Circuit,Silverstone,UK,2011-07-10,18,23,-1,True,0,,,,,0,0,0,0
2011,9,Jarno Trulli,Lotus,Silverstone Circuit,Silverstone,UK,2011-07-10,23,21,-1,True,0,,,,,1,0,0,0
2011,9,Kamui Kobayashi,Sauber,Silverstone Circuit,Silverstone,UK,2011-07-10,22,8,-1,True,0,,,,,1,1,0,0
2011,9,Jenson Button,McLaren,Silverstone Circuit,Silverstone,UK,2011-07-10,20,5,-1,True,0,,,,,12,24,0,6
